Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
1554.88,-0.001,0.0,0.005,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1554.93,-0.001,0.0,0.005,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1554.98,-0.001,0.0,0.005,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.03,-0.001,0.0,0.005,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.08,-0.001,0.0,0.005,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.13,-0.001,0.0,0.005,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.18,-0.001,0.0,0.005,-0.001,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.23,-0.001,0.0,0.005,0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.28,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1555.33,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1555.38,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.43,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1555.48,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1555.53,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1555.58,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1555.63,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1555.68,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1555.73,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1555.78,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1555.83,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1555.88,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1555.93,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1555.98,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1556.03,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1556.08,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1556.13,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1556.18,-0.001,0.0,0.005,-0.002,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1556.23,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1556.28,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1556.33,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1556.38,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1556.43,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1556.48,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1556.53,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1556.58,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1556.63,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.03
1556.68,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.03
1556.73,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.029
1556.78,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.029
1556.83,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1556.88,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1556.93,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1556.98,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1557.03,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1557.08,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1557.13,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1557.18,-0.001,0.0,0.005,-0.001,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1557.23,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1557.28,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1557.33,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1557.38,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1557.43,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1557.48,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1557.53,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1557.58,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1557.63,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1557.68,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1557.73,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.035
1557.78,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1557.83,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.036
1557.88,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.036
1557.93,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1557.98,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1558.03,-0.001,0.0,0.004,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.08,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.13,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1558.18,-0.001,0.0,0.004,-0.002,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1558.23,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.28,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.33,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.38,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.42,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.48,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1558.53,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1558.58,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1558.63,-0.001,-0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1558.68,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1558.73,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1558.78,-0.001,-0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1558.83,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1558.88,-0.001,-0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1558.93,-0.001,-0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1558.98,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1559.03,-0.001,0.0,0.004,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1559.08,-0.001,0.0,0.004,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1559.13,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.03
1559.18,-0.0,0.0,0.005,-0.002,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1559.23,-0.0,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1559.28,-0.0,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1559.33,-0.0,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1559.38,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1559.43,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1559.48,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1559.53,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1559.58,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1559.63,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1559.68,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1559.73,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1559.78,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1559.83,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1559.88,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1559.93,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1559.98,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1560.03,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1560.08,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1560.13,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1560.18,-0.001,0.0,0.004,-0.002,0.005,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.029
1560.23,-0.001,0.0,0.005,-0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.029
1560.28,-0.001,0.0,0.004,-0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1560.33,-0.001,0.0,0.005,-0.0,0.005,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1560.38,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1560.43,-0.001,0.0,0.005,-0.0,0.004,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1560.48,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1560.53,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1560.58,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1560.63,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1560.68,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1560.73,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1560.78,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1560.83,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1560.88,-0.001,-0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1560.93,-0.001,-0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1560.98,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1561.03,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1561.08,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1561.13,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1561.18,-0.001,-0.0,0.005,-0.002,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1561.23,-0.001,-0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1561.28,-0.001,-0.0,0.005,-0.0,0.0,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1561.33,-0.001,0.0,0.005,-0.0,0.0,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1561.38,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1561.43,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1561.48,-0.001,-0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672248,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1561.53,-0.001,-0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1561.58,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1561.63,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1561.68,-0.001,-0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1561.73,-0.001,-0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1561.78,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1561.83,-0.001,-0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1561.88,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1561.93,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1561.98,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1562.03,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1562.08,-0.001,0.0,0.005,-0.0,0.0,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1562.13,-0.001,0.0,0.005,-0.0,0.0,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1562.18,-0.001,0.0,0.005,-0.002,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1562.23,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1562.28,-0.001,0.0,0.005,-0.0,0.0,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.034
1562.33,-0.001,0.0,0.005,-0.0,0.0,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1562.38,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1562.43,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1562.48,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.032
1562.53,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1562.58,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1562.63,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1562.68,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.033
1562.73,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576048,15,AUTO - LOITER,0.0,0.001,0.031
1562.78,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1562.83,-0.001,0.0,0.005,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1562.88,-0.001,0.0,0.005,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.031
1562.93,-0.001,0.0,0.005,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1562.98,-0.001,0.0,0.005,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.03,-0.001,0.0,0.005,0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.08,-0.001,0.0,0.005,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.13,-0.001,0.0,0.005,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1563.18,-0.001,0.0,0.005,-0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1563.23,-0.001,-0.0,0.005,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.28,-0.001,-0.0,0.005,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.33,-0.001,0.0,0.005,0.0,0.002,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.38,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.43,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1563.48,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.034
1563.53,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.58,-0.001,0.0,0.005,0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.63,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.032
1563.68,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1563.73,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1563.78,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1563.83,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.033
1563.88,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1563.93,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1563.98,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1564.03,-0.001,0.0,0.005,-0.0,0.003,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1564.08,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
1564.13,-0.001,0.0,0.005,-0.0,0.001,16.2,0.0,100,-33.4672249,-70.6576049,15,AUTO - LOITER,0.0,0.001,0.035
